time y_true y_pred u u_adv
0 0.8706113413597942 -0.048508257 0.8387715229696521 0.82877153
1 0.9503141521333128 -0.048401356 0.8564590634128069 0.8464591
2 1.0266382375877188 -0.048315614 0.8732664887667168 0.8632665
3 1.09991718090169 -0.048251778 0.8891557965605892 0.8791558
4 1.1704161234574026 -0.04820639 0.9040913905356044 0.8940914
5 1.2383409939754435 -0.041259572 0.9180401501157187 0.90804017
6 1.3038467179621165 -0.041261464 0.9309714932607593 0.9209715
7 1.3670444697802175 -0.041095346 0.9428574326205218 0.93285745
8 1.4280080480276451 -0.040952235 0.9536726249259866 0.94367266
9 1.4867794622017425 -0.040846378 0.9633944135710799 0.9533944
10 1.5433738190883586 -0.040774032 0.9720028643555725 0.9620029
11 1.5977835936790312 -0.040730596 0.9794807943766975 0.9694808
12 1.6499823634697275 -0.04071197 0.9858137940738403 0.9758138
13 1.699928077893004 -0.04071462 0.990990242447163 0.98099023
14 1.7475659271336983 -0.040735394 0.9950013154872525 0.9850013
15 1.7928308671509223 -0.036236465 0.9978409878687642 0.987841
16 1.8356498506634817 -0.036314234 0.999506027976578 0.98950607
17 1.875943807312713 -0.03631392 0.9999959863481094 0.989996
18 1.9136294102722498 -0.03631714 0.9993131776301425 0.9893132
19 1.9486206612492456 -0.036334813 0.9974626561628113 0.98746264
20 1.9808303211015603 -0.036367133 0.994452185317139 0.9844522
21 2.0101712091446826 -0.036412388 0.9902922007258275 0.9802922
22 2.0365573905933494 -0.03646922 0.9849957675597354 0.9749958
23 2.059905268423302 -0.036535874 0.9785785320146864 0.9685785
24 2.080134593194789 -0.03661123 0.9710586671848775 0.9610587
25 2.097169401999363 -0.032670066 0.9624568135101963 0.95245683
26 2.1109388956264743 -0.03280112 0.9527960139951899 0.94279605
27 2.1213782612517016 -0.032744154 0.9421016444072416 0.93210167
28 2.12842944638404 -0.032686263 0.9304013386706882 0.92040133
29 2.132041888439718 -0.032648027 0.917724909682143 0.9077249
30 2.1321732031031813 -0.032630816 0.9041042657801667 0.8941043
31 2.1287898335648427 -0.03263302 0.889573323109641 0.87957335
32 2.1218676617663657 -0.032652378 0.874167914127743 0.8641679
33 2.1113925819175283 -0.03268671 0.8579256925042895 0.8479257
34 2.0973610357571832 -0.03273414 0.840886034674408 0.83088607
35 2.079780508300376 -0.044095337 0.8230899383060115 0.81308997
36 2.0586699821331056 -0.04423809 0.804579917948385 0.7945799
37 2.034060347676698 -0.04411547 0.7853998981313572 0.7753999
38 2.0059947662391235 -0.044005588 0.7655951041870162 0.7555951
39 1.974528982097097 -0.04392773 0.7452119510677521 0.73521197
40 1.9397315793092973 -0.043881446 0.7242979304355741 0.71429795
41 1.901684178448992 -0.043863654 0.7029014962981533 0.6929015
42 1.8604815679680764 -0.043870643 0.6810719494669206 0.67107195
43 1.8162317644714483 -0.043899268 0.6588593211117737 0.6488593
44 1.769055995801428 -0.043946415 0.6363142556855731 0.6263143
45 1.7190886005208845 -0.042257175 0.6134878934896143 0.6034879
46 1.666476837159083 -0.042546004 0.5904317531486774 0.58043176
47 1.6113805964683297 -0.042629078 0.5671976142611105 0.55719763
48 1.5539720099588763 -0.042695284 0.543837400485663 0.53383744
49 1.4944349481652384 -0.042767957 0.5204030633225599 0.5104031
50 1.4329644024841184 -0.04285063 0.4969464668414842 0.48694646
51 1.369765745051204 -0.042943403 0.4735192736038926 0.46351928
52 1.3050538620326526 -0.043045595 0.4501728320212771 0.44017285
53 1.239052156939693 -0.043156013 0.4269580653847873 0.41695806
54 1.1719914221732044 -0.043273762 0.4039253627949378 0.39392537
55 1.1041085790073417 -0.04752551 0.38112447221302775 0.37112448
56 1.0356452886575 -0.047793925 0.3586043958484335 0.3486044
57 0.9668464399660216 -0.04767774 0.33641328808805043 0.3264133
58 0.8979585225787691 -0.047580466 0.3145983561659714 0.30459836
59 0.8292278982521042 -0.047522396 0.29320576376294133 0.28320578
60 0.7608989870664394 -0.047498897 0.27228053771630556 0.26228055
61 0.6932123897344614 -0.04750526 0.2518664780120543 0.24186648
62 0.6264029717400601 -0.047537148 0.23200607122120748 0.22200607
63 0.5606979395400873 -0.047590762 0.21274040753320522 0.2027404
64 0.4963149432682884 -0.047663048 0.1941091015291737 0.18410909
65 0.43346024401662814 -0.054882273 0.1761502168279886 0.16615021
66 0.3723269865158899 -0.05535081 0.15890019472793476 0.1489002
67 0.3130936195590318 -0.055493012 0.1423937869565381 0.13239378
68 0.2559225064784101 -0.055621177 0.1266639926307916 0.116664
69 0.20095876611236788 -0.05575691 0.11174199951960129 0.101742
70 0.14832938076595564 -0.055900857 0.0976571296897965 0.08765713
71 0.09814260159023577 -0.056052476 0.08443678960656648 0.07443679
72 0.05048767363433527 -0.056210563 0.07210642474867879 0.06210643
73 0.00543489280495337 -0.056374446 0.06068947878835412 0.05068948
74 -0.03696400446785566 -0.056543335 0.05020735737523907 0.040207356
75 -0.07667513029908175 -0.061553985 0.04067939655353253 0.050679393
76 -0.1136814368784324 -0.06203653 0.032122835831036645 0.042122833
77 -0.1479814456861636 -0.06215124 0.02455279590870979 0.034552798
78 -0.17958775949519865 -0.062266335 0.01798226106924905 0.027982261
79 -0.20852540977391917 -0.062395707 0.012422066213302607 0.022422066
80 -0.2348300967027412 -0.06253682 0.007880888522174334 0.017880889
81 -0.2585463804003543 -0.062687576 0.0043652437163130275 0.014365244
82 -0.2797258801143071 -0.062846035 0.0018794868695116707 0.011879487
83 -0.29842553334924904 -0.06301099 0.00042581772960342823 0.010425817
84 -0.3147059597195221 -0.063181475 4.290487521096953e-06 0.01000429
85 -0.3286299654338532 -0.06693484 0.0006128279279306592 0.010612828
86 -0.3402612145467206 -0.06763123 0.002247239886249197 0.01224724
87 -0.34966308323063716 -0.06779907 0.004901245928737752 0.014901245
88 -0.3568977040279576 -0.067960255 0.008566502164530865 0.018566502
89 -0.362025198866059 -0.06813225 0.013232632090939889 0.023232631
90 -0.3651030929152255 -0.06831212 0.018887261366150876 0.02888726
91 -0.3661858962949236 -0.068497546 0.025516056396556075 0.035516053
92 -0.365324837185122 -0.06868717 0.03310276661939793 0.043102764
93 -0.36256772793900394 -0.068880245 0.04162927035519692 0.051629268
94 -0.357958945100418 -0.06907589 0.05107562409856925 0.06107562
95 -0.3515395045393946 -0.07139452 0.061420115110539686 0.07142012
96 -0.34334721396112816 -0.07216922 0.07263931717030447 0.082639314
97 -0.3334168865670028 -0.07238783 0.08470814933963283 0.094708145
98 -0.3217806014361594 -0.0725946 0.0975999375886849 0.10759994
99 -0.30846799808248904 -0.07280629 0.11128647912799694 0.121286474
100 -0.29350659449926464 -0.0730201 0.12573810928774193 0.13573812
101 -0.27692211974708814 -0.07323421 0.14092377078207963 0.15092377
102 -0.2587388537196152 -0.07344776 0.15681108519354997 0.1668111
103 -0.23897996811140418 -0.073660724 0.1733664265099194 0.18336643
104 -0.21766786380815176 -0.073872864 0.19055499654377572 0.200555
105 -0.194824500929431 -0.074984476 0.20834090206340883 0.2183409
106 -0.17047171859344618 -0.07582188 0.22668723346212033 0.23668724
107 -0.14463154216182744 -0.07608257 0.2455561447921185 0.25555614
108 -0.11732647628087943 -0.07632652 0.2649089349884871 0.27490893
109 -0.08857978248414133 -0.07657001 0.2847061301084622 0.2947061
110 -0.058415740478228874 -0.076811835 0.30490756641131844 0.29490757
111 -0.026859892516158054 -0.07704865 0.325472474104604 0.31547248
112 0.006060729516136613 -0.07728086 0.34635956158324227 0.33635956
113 0.040317394501652136 -0.07750856 0.367527099989133 0.3575271
114 0.07587948005026644 -0.077732384 0.3889330079203497 0.378933
115 0.11271429797753 -0.0775658 0.41053493612077696 0.40053496
116 0.15078693719035224 -0.07845223 0.4322903519831498 0.42229035
117 0.1900601238060188 -0.07873955 0.4541566237008249 0.44415665
118 0.23049409828625658 -0.07900684 0.4760911039063213 0.46609113
119 0.272046509334934 -0.07926978 0.49805121263762003 0.48805124
120 0.3146723242838484 -0.07952584 0.5199945194764961 0.5099945
121 0.358323755673818 -0.07977383 0.54187882470663 0.5318788
122 0.40295020372639534 -0.0800141 0.5636622393430425 0.55366224
123 0.4484982143936214 -0.08024747 0.5853032638884013 0.57530326
124 0.49491145266840575 -0.080474846 0.6067608656759608 0.59676087
125 0.542130690835512 -0.079507925 0.6279945546633995 0.61799455
126 0.590093811342169 -0.0804073 0.6489644575464287 0.6389645
127 0.6387358239675117 -0.08070897 0.6696313900659477 0.6596314
128 0.6879888969709962 -0.08098842 0.6899569273875189 0.6799569
129 0.7377824019013387 -0.081261076 0.7099034724371637 0.6999035
130 0.7880429717491381 -0.081524216 0.7294343220828281 0.7194343
131 0.8386945721279722 -0.08177714 0.7485137310563615 0.73851377
132 0.8896585851702508 -0.08202052 0.7671069735164913 0.75710696
133 0.9408539058253115 -0.08225539 0.7851804021590088 0.7751804
134 0.9921970502480852 -0.08248289 0.802701504786234 0.79270154
135 1.043602275967 -0.08122654 0.8196389582537573 0.809639
136 1.0949817135195923 -0.08212193 0.8359626797184798 0.82596266
137 1.1462455092434396 -0.08238386 0.8516438751180286 0.84164387
138 1.1973019789084869 -0.082640246 0.866655084817769 0.8566551
139 1.248057771874518 -0.08289784 0.8809702263677983 0.87097025
140 1.2984180454543466 -0.08314627 0.8945646343184754 0.88456464
141 1.3482866491592642 -0.083381854 0.9074150970492786 0.8974151
142 1.3975663184982172 -0.08361512 0.9194998905719483 0.9094999
143 1.4461588779961188 -0.0838529 0.930798809275103 0.92079884
144 1.4939654530894908 -0.08408243 0.9412931935836557 0.9312932
145 1.5408866905492176 -0.08259441 0.9509659545125162 0.94096595
146 1.5868229870704986 -0.08343556 0.9598015951001435 0.9498016
147 1.6316747256590112 -0.08369563 0.9677862287135495 0.95778626
148 1.675342519429713 -0.083952665 0.9749075942223299 0.9649076
149 1.7177274624205696 -0.08421009 0.9811550680451739 0.9711551
150 1.7587313870076038 -0.084457904 0.9865196730781232 0.9765197
151 1.798257127489977 -0.08469287 0.990994084519541 0.9809941
152 1.8362087893941221 -0.08491508 0.9945726326123656 0.98457265
153 1.8724920240241707 -0.0851259 0.9972513023296936 0.98725134
154 1.9070143077618578 -0.08532713 0.9990277300351074 0.98902774
155 1.9396852255926174 -0.08369871 0.9999011971543856 0.9899012
156 1.9704167583055108 -0.08449805 0.9998726209003226 0.98987263
157 1.999123572782788 -0.0847569 0.9989445420973252 0.98894453
158 2.0257233147600977 -0.08501561 0.9971211101572406 0.9871211
159 2.050136903400416 -0.08527508 0.9944080652624956 0.9844081
