time y_true y_pred u u_adv diff_y diff_u
264 1.3495733295803938 -0.7936857 -1.03584210775746 -0.93584216 2.143259004247752 0.09999995134724271
265 1.40538551922116 1.3842118 0.3836752989938075 0.4836752 0.02117374058041288 0.09999991267420705
266 0.9417728481790755 1.384151 0.37130875811417746 0.27130884 -0.4423781337240007 -0.09999991879304099
267 0.36825964297529135 1.3840857 0.40151962817739156 0.30151972 -1.015826012237111 -0.09999990643094686
268 -0.07872304811112754 1.384042 0.3930439649701954 0.29304406 -1.4627650727235544 -0.09999990450152169
269 -0.3770403676493525 1.384016 0.37891879108481363 0.2789189 -1.7610564046366572 -0.09999989893965677
270 -0.5647997011829246 1.3840034 0.3717695050331809 0.2717696 -1.9488031019855367 -0.09999989200560827
271 -0.6828534523940003 1.3840015 0.37079879580684916 0.2707989 -2.0668549458479797 -0.09999990402408854
272 -0.7590107091094808 1.3843513 -1.0000981865237317 -1.1000981 -2.1433619626190024 -0.09999994656342648
273 -0.12454903942036205 1.3845983 -0.9806854378335722 -1.0806854 -1.5091472945778328 -0.09999993928739948
274 0.4814542053627644 1.3848977 -1.0116234289536388 -1.1116233 -0.9034435035300579 -0.09999985824728896
275 0.8840114279116831 0.8925706 -0.9948871736961942 -1.0948871 -0.008559186903075222 -0.09999996371683073
276 1.1182654134940304 0.8926196 -0.9982091019576955 -1.098209 0.22564580366126674 -0.09999992151795145
277 1.2558373738256048 0.89268637 -1.0377188528588595 -1.1377188 0.3631510067906927 -0.09999994387118205
278 1.3480427066389 0.89278054 -0.9744525690270379 -1.0744525 0.4552621642652428 -0.09999995038977116
279 1.3905471073305335 0.8929345 0.8591888025991526 0.9591887 0.4976126061594215 0.0999998971231374
280 0.7970550387909667 0.89316833 0.875777345917849 0.77577746 -0.09611329140159919 -0.09999988677325666
281 0.07276817786858776 0.89337504 0.8675251695020431 0.76752526 -0.8206068612320592 -0.09999991382195883
282 -0.44074274457828844 0.8935314 0.8903558048591188 0.7903559 -1.3342741266621814 -0.09999988406749283
283 -0.7618054989436964 0.89367795 0.8847610826883301 0.7847612 -1.655483448849092 -0.09999989227390138
284 -0.9524656700081904 0.8938162 0.8819611212997961 0.7819612 -1.84628184308482 -0.09999991867833613
